all_frac,best_frac,best_match,best_match_dk,entropy,idx,n_matches,top_occurence,w
0.15625,0.5555555555555556,Foreign affairs,udenrig_ forsvaret _militær,0.936888307539016,2753,9,32,tom
0.27927927927927926,0.8378378378378378,Economy, økonom_ vækst,0.5163018882871965,1404,37,111,direktør
2.2758620689655173,0.9565217391304348,Foreign affairs,udenrig_ forsvaret _militær,0.17884491271684755,604,138,58,kræfter
3.418831168831169,0.975,Foreign affairs,udenrig_ forsvaret _militær,0.12350815043317179,629,1080,308,fred
4.371794871794871,1.0,Foreign affairs,udenrig_ forsvaret _militær,0.0,1948,341,78,anerkendelse
0.029585798816568046,0.6818181818181818,Environment, klima_ miljø _ naturen ,0.9925910687668289,174,22,507,kommende
0.017706949977866312,0.39603960396039606,Elder care,hjemmehjælp_ ældre _ pension_ plejehjem,1.8622700848156526,477,101,2259,v
0.10970464135021098,0.5098039215686274,Culture,kunst _musik_museum_kulturpol,1.5800132099002246,3557,51,237,public
0.16,0.425531914893617,Education,undervis_folkeskole_ungdomsuddan,1.9758728025190435,3533,188,500,trane
0.01757188498402556,0.28205128205128205,Foreign affairs,udenrig_ forsvaret _militær,2.220870639276312,788,39,626,hovedet
0.01053864168618267,0.20930232558139536,Economy, økonom_ vækst,2.2239023108466416,395,86,1708,vide
0.03260869565217391,0.3333333333333333,Foreign affairs,udenrig_ forsvaret _militær,1.3689223607402192,1964,9,92,anne
0.06387951181511296,0.638961038961039,Environment, klima_ miljø _ naturen ,1.2977362349434698,1545,385,3851,eva
0.04366028708133971,0.5069444444444444,Environment, klima_ miljø _ naturen ,1.5251092732879796,2642,144,1672,kjer
0.21634062140391255,0.7899159663865546,Foreign affairs,udenrig_ forsvaret _militær,0.7157848520921404,2823,238,869,lene
2.1339285714285716,0.9795081967213115,Foreign affairs,udenrig_ forsvaret _militær,0.13292728713077953,4630,488,224,hdp
0.017467248908296942,0.2631578947368421,EU, EU _ eu,2.228784189700285,88,76,1145,vigtigt
0.014542936288088643,0.23595505617977527,Crime,kriminal_kriminel,1.874012934135625,177,89,1444,muligt
0.05,0.32432432432432434,Foreign affairs,udenrig_ forsvaret _militær,1.722672824360014,4425,37,240,holst
0.1456032719836401,0.4702774108322325,Economy, økonom_ vækst,1.4726095606179654,1152,757,2445,åbenhed
3.908505154639175,0.9742387254272131,Crime,kriminal_kriminel,0.1436464418184856,1648,15566,3880,christiania
3.47576211894053,0.9906701801865964,Crime,kriminal_kriminel,0.07184301081547245,504,42123,12006,kriminelle
0.9179304192685103,0.6549968173138129,Health, sundhed,0.8483558051417273,3548,1571,1121,legalisering
3.63212143928036,0.9950455653959697,Crime,kriminal_kriminel,0.039768202684420106,661,38955,10672,kriminalitet
